50	4	(K O M H)
sp1	1000
sp2	1000
sp3	1001
sp4	1000
sp5	0001
sp6	1011
sp7	1000
sp8	1001
sp9	1000
sp10	1000
sp11	1000
sp12	1000
sp13	1000
sp14	1000
sp15	1000
sp16	1000
sp17	1000
sp18	1100
sp19	1000
sp20	1000
sp21	1000
sp22	1000
sp23	1000
sp24	0100
sp25	0110
sp26	0100
sp27	0100
sp28	0100
sp29	0110
sp30	1100
sp31	1010
sp32	1000
sp33	1000
sp34	0100
sp35	1010
sp36	0001
sp37	0001
sp38	0001
sp39	1111
sp40	0101
sp41	0100
sp42	0110
sp43	0010
sp44	0010
sp45	0010
sp46	0010
sp47	0010
sp48	0010
sp49	0010
sp50	0010
